blockNumber,id,indexer,logIndex,tokens,type
11729768,0xfaced0c379e1604d1c12ab5b29e9718dc90acc12aac3cf6225f27ffbaaadf83f-249,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,249,5782775587184096163060,stakeDepositeds
11729776,0xbb87ae9b7875851b13d4a6e82f13e0987897ff6be2a40dd806f304f8e161697e-146,0x19fbac0891042be71ce60321a17720358575f580,146,854405307445835520909,stakeDepositeds
11730111,0x9dffdaab36c594cdd606e1b06e8ab978fd1cbc628366288bd784ba4c28cb5888-190,0x4d6a8776a164776c93618233a0003e8894e7e6c2,190,776614663053384410252,stakeDepositeds
11730121,0x74e816a8374e79594482e6d2721e32e909879d652d42227ba2908ce9777d985c-274,0x4d6a8776a164776c93618233a0003e8894e7e6c2,274,777463936754681684019,stakeDepositeds
11730631,0x76d2735febe580f7fabeab5112cbe8c43c56ac01325be5472e7de37136ed5467-193,0x6879bbfcff0e54e62b899681ea52e74bd9b29fe4,193,10814854742512220421388,stakeDepositeds
11730966,0x7bedd953dd70d068b2c30d9fac1f0ab0806fde679c909b851047683f21187855-106,0xb438830f11820a5e9cdde1363bc49bde2da67f1f,106,8657925089286519790424,stakeDepositeds
11731115,0x386901873b4e8a1902fb7792533b2bec6d9916003c60e0d9d68ec9ee3838a93a-16,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,16,482950868369000056485,stakeDepositeds
11731644,0x8d037c176d31803085aa3ebcc569a39444b3d39e7797633a2fd59dbb19c0740d-208,0xb06071394531b63b0bac78f27e12dc2beaa913e4,208,41156279766506466433534,stakeDepositeds
11732550,0x417d06537ee1480398ad97b0f3fbef7e362d5265398e31920dc46e73d426cd83-59,0x8b7663dd451c951f39e541188d9f7d9419e94421,59,8383119310157554590,stakeDepositeds
11732552,0xc9bc5784b1239d6bb1314f77bbe05a996044c39cf8a083785879fe04c930f891-177,0xb06071394531b63b0bac78f27e12dc2beaa913e4,177,8816666242217926107,stakeDepositeds
11732563,0x14885a0642e16cf060492e9120095a1f4298147385849330735df6a1f91bc1c3-213,0x1b536a13d1a18eb51bb216cf69aa89fcd0b1badc,213,5526584702693617635876,stakeDepositeds
11732578,0x4f205ceeda3209bb1ee956439c19f061ac7b00bb9c03eb6f010021ef99eccdd0-80,0xbd1a939b4e4125254013a0c4573252be2fd9d207,80,18861602305537678445,stakeDepositeds
11732578,0xae902fda42eca7283ed0c2964fa257511dfa091bee5ae3fcc4e38c69922699fe-84,0x5a8904be09625965d9aec4bffd30d853438a053e,84,36754751157102303585040,stakeDepositeds
11732583,0x06cb4853796d05fc99c65530275d2c9a64c1212e06e78c5d7ad7553d73f3189b-255,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,255,680571833649878766635,stakeDepositeds
11732588,0xedc5a3cf3193a0ba994a5139e38e01376157d3cb7016593b348588423113fbd0-127,0x27ac40b9198659ce99eef1890d853a40560c9425,127,40546534445416152082,stakeDepositeds
11732592,0x0896b134c0f44865739d272c94be547467244078de3e758246a6327ecb07e40e-217,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,217,14852073172731925328,stakeDepositeds
11732592,0xd6b943afc3ba759cd7a8fc9678d25e8ee443d7bd9ccf328655d0e311105de037-209,0xcb22a8ce581d04fef99b81ec5a60725070a3e8c4,209,105457450550957073756,stakeDepositeds
11732600,0xbd528154890341c4397645c8625d20ae8dfb566cc2161028024973612a7a16dc-5,0x19fbac0891042be71ce60321a17720358575f580,5,11086108901755689468,stakeDepositeds
11732644,0x1e62ca35216b9afda8c49be860fcda236e01e12664b73d6c9a18a9a7fd301383-200,0x147e0980483f71a235521335a3ef79338ca11d28,200,2839793578808890000,stakeDepositeds
11732646,0x5fef6eaa3d70ca0339ce21a0ecc2652bb3d6e25829c9b514456c7d3504e5af03-52,0x147e0980483f71a235521335a3ef79338ca11d28,52,2842145549129750000,stakeDepositeds
11732785,0x3f6f9b2cff3279d80b2398484a1beabfd33d55712c86271d1adcd4ac41b565d1-268,0x39839abed87475422c5353256d17e08395c3af6b,268,6491050605667104882,stakeDepositeds
11732796,0xf7aab54922346c2bdc83495040d9e510ae2275108275e81510d3e6388cd2e864-282,0x7ddf0c8cb0167870bf7cc5368792c93aeeb15430,282,51220467316946542,stakeDepositeds
11732819,0xf614c6415ef2fbbca18b5d9a057dd0d53fdddd2f2842500649ab498d4ec63610-330,0x39839abed87475422c5353256d17e08395c3af6b,330,4307522296996694044,stakeDepositeds
11732880,0x8d86bf634c86cf1b1afc6c251f9dec5cf739a2746ed026cb78846245eb91619d-177,0xbfe2a198cb0cdfb50fb03cd932c7387ddb0d25aa,177,11711960288125950729851,stakeDepositeds
11732882,0xb6d96f9998d9f209183dcdd9fafd48084b68694dac01814e8c1c56f3b843789e-191,0x8b7663dd451c951f39e541188d9f7d9419e94421,191,7731493326226160170134,stakeDepositeds
11733379,0x35dea357082b568bc66910f2a64e0c4e942fa067300c3230f64136c61c215f0d-253,0xcb22a8ce581d04fef99b81ec5a60725070a3e8c4,253,16871491262154609860488,stakeDepositeds
11733389,0x388c5e167710d4af314c18e34d86446fb328935bd653c82afe429411ebc83052-136,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,136,4131668599465974530950,stakeDepositeds
11733405,0xf7e3189e1ba2a07e894bb9919edfcc59382d83806d60f04da47913cbc1aeee35-247,0xbb784d9b398271b7a64f975bebde869409691915,247,935797765774048989874,stakeDepositeds
11733427,0x518771f5af227e42afcc60ca3f57617d85906afada40f28df953aa09101f2c8c-8,0x8a1729fe84c53c231c7ae53a5bec3f6e9953cb4b,8,729580852706124923545,stakeDepositeds
11734487,0xb6cb3d9b6fe06bde7f51e5de1d7ed09ca14897e3b4b0ab52c97cf45c016acb1f-305,0x720a98087160bfdb282f695abe6f9ac966b03d43,305,2227502342376124928750,stakeDepositeds
11735557,0x707fe5543dec89a4e83e40f92462bb9db754868e4ddba5feb539b145d710a3aa-28,0x6980fd6c85a98df8180123951e46d673b456699c,28,14479109463306593700000,stakeDepositeds
11736389,0x60e6b432fbe3300ac850abfed02ac01eecefaef653a2f0c500da9d4581f87707-222,0x1692a8710dcf0dce24bd34c028479176b97ee9ef,222,3727612081440844763020,stakeDepositeds
11737580,0xb0c0a13952392fb978ac80c0dc155d798830385b2687c586e39f3772eb9c40fe-203,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,203,7323134460042333195800,stakeDepositeds
11737642,0x1819032b04a5dacb8d0c2fef63003252ea9a6859d532c06771d1949b0547898b-226,0x03db85e86779febdd96d96ba43ac48382fb1a88d,226,3087100291871058592704,stakeDepositeds
11737645,0xf2d3533e20887f634994586bd796ece2876845ae2f07397ce9b812c4ada72b3c-262,0x03db85e86779febdd96d96ba43ac48382fb1a88d,262,3087837500571003768129,stakeDepositeds
11737646,0xaa1ca4eb3d44be3ed0911843dd78d308530a995685ddfac91a39ebdf4652fc3f-263,0x03db85e86779febdd96d96ba43ac48382fb1a88d,263,3087611745130911833671,stakeDepositeds
11737648,0x93a1ffa78ea95f0a4fbb3f2a82d2c2240637acb5d9e492c137f7463109c4fc8b-136,0x03db85e86779febdd96d96ba43ac48382fb1a88d,136,3087632109528274753890,stakeDepositeds
11738868,0x42b7326f04a33b70c4aeb0badfe36b776ccbc8a46e9606983cfb0cfec6aebfc3-124,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,124,1285495227813396055500,stakeDepositeds
11738873,0xda06ecc4580c9ec4dee82a68df21705157236d5b318e95e5c98c4e03b9b44708-6,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,6,1285340429452725393349,stakeDepositeds
11738876,0x6676680d7dde1c578e378cbda676d9364523b53e4bdb37678da3d341fbbdb505-118,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,118,1285860775691837632500,stakeDepositeds
11738879,0xd3877a04907dd6c073c65352254a41473c943e0d701bbc76a81a5f2a8ee4b285-178,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,178,1285593292636854701695,stakeDepositeds
11739202,0x369e1fc11641737afc12361d80a55526290ec2030b61062d71afe57d1301cd9f-245,0x75555d4115fe3b00a90811822ff77b9f97121be2,245,5193414070287021368811,stakeDepositeds
11739203,0xae85ad3dd69bfaacfb71ca36b45759af741d063204b11c31f284b831a3144037-65,0x5a8904be09625965d9aec4bffd30d853438a053e,65,36146883066626932924625,stakeDepositeds
11739206,0xac9fa1b379bc8200ad313b1f0537561974397e11acefd8a66af263ac84ed3d48-219,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,219,660835687177686400905,stakeDepositeds
11739211,0x5645bcb3e3681d1226617d0aa4fdad9e12dd416d1dc5a3a0c673495ca5c1b12e-189,0xbd1a939b4e4125254013a0c4573252be2fd9d207,189,12917665947303103,stakeDepositeds
11739215,0xcc7f9a1b897451505e88253b0b5a3e874c43ce3b377b5dad85b805053e86c344-153,0x7ddf0c8cb0167870bf7cc5368792c93aeeb15430,153,56171392395332853,stakeDepositeds
11739225,0xc031a38190fcdbd3697fa65bbfd1eb6343a58cd9ed09a7a2094dc5e3b07f5931-191,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,191,11100989898422053578500,stakeDepositeds
11739234,0xa5bf0fbb0deddf42cc5da2745e7972d2e4b5ebcddb6406274d0fe9c8c155d9a1-226,0x5ea935a6164629dd9c0f7f1e3b79c2d041108e26,226,4644691184283248926,stakeDepositeds
11739234,0xe82bfd3e978513a9a38b37a17ef785e89f6f1af9af350fa232be03579a78a843-133,0xd3a3fa4b73e5007a8adef6ccdfc8d05c06a76035,133,7732578028566059000,stakeDepositeds
11739237,0x19577fee7b9819c415b257ba084f3097e69c9163347ee6b3e55b6aa7a41d377c-55,0xb06071394531b63b0bac78f27e12dc2beaa913e4,55,3705629192856270175,stakeDepositeds
11739334,0xc22edc526460c2c639afb85b80623f92b6240fce59cdbe736f3625763d7f49ca-110,0x720a98087160bfdb282f695abe6f9ac966b03d43,110,1335152701363009733600,stakeDepositeds
11739499,0x396cd51cc99358f32f3bdbcad563c445d6d7926c7baa72b7756715035d7bdefb-100,0x532433d8f9ead9a35b10929d024b4cccb8c12321,100,7171964354144011844000,stakeDepositeds
11739848,0x00811e5e78478bc3bbfe9e319babcea0356924673ca88dfebce0f3a82d1f13d5-178,0xbb784d9b398271b7a64f975bebde869409691915,178,1065945738172776772586,stakeDepositeds
11739861,0x138b455eab160c7ec0953c56cdfeb1534a3b045f85ba4ec4d7b8b40eec487e7d-115,0x8a1729fe84c53c231c7ae53a5bec3f6e9953cb4b,115,822491357952758141568,stakeDepositeds
11740396,0x7c3a4aa5024b95c9b40689454bf79542bee07ea2e084bb113c16cf057cf50bab-49,0x8e297141f9dc76f4d71741da1a1e47294cf0fde2,49,76231842751886554256705,stakeDepositeds
11740458,0x4dcf4495d6e0dca78530639fdb2fdec7a67d04b3e71858c57f7bf06f66aa203e-88,0xe7a694696a4d11ac0b7ab2dcb99a7fcf200eb00b,88,3295831351081487021380,stakeDepositeds
11741109,0x5f8a5b3d5e5a471186c05cf0fca625183860d3639416c62c64e13f2322623fbc-38,0x6125ea331851367716bee301ecde7f38a7e429e7,38,15000000000000000000000000,stakeDepositeds
11742258,0xd8c35d9a6d0f8292035cae05a429ad326b79b09ef624a56007cd3ea1218026f9-67,0xcb22a8ce581d04fef99b81ec5a60725070a3e8c4,67,2597067095533818891434,stakeDepositeds
11742264,0xdf4cede871cd8a4b91d40dcc2109f125ad066b7a57a86d6fa9151eeb39667899-122,0x24a17f3ce0b06d8da3d058dec91e36bb867cbe65,122,42401351037610212065,stakeDepositeds
11742267,0xbe579ec6651c6f1076d83e06019a4b7591cc76f3eb910043177fc6763482f480-242,0x24a17f3ce0b06d8da3d058dec91e36bb867cbe65,242,14783167609793156340000,stakeDepositeds
11742269,0x85ff80a10e18a0a68eeba34a89c3185e7ac92c11be082d97183b84d6018b6155-118,0x24a17f3ce0b06d8da3d058dec91e36bb867cbe65,118,14783182057386716220000,stakeDepositeds
11743088,0x94a9707f11177632c0a99f77a4a880152062b6755432cb821e598e56553baf0f-109,0x48b5687f0595e2a4d581dc72305fbae214345d07,109,18094991500510256084740,stakeDepositeds
11743277,0x6e6462f7c4ee6bd2c33491d93c6cd130743c9a8b58aa03fb94a5559b3bfafc5c-202,0x27ac40b9198659ce99eef1890d853a40560c9425,202,8488237579940096682130,stakeDepositeds
11743323,0x7c09065c26beae271bee9198c64ea43fcb4c599f1deb1e0e543cec61b1224d3b-108,0x72acbecf3013d7b27421185d3bf369520bf552c8,108,1182524852476533462,stakeDepositeds
11743342,0xdb1c7c6e23ab8aa4b802e938fe776a3b84846bb7929c0ecf1a6d123ab05be609-262,0x19fbac0891042be71ce60321a17720358575f580,262,2409398379972093594554,stakeDepositeds
11743437,0xec5e5fce0dc19ca7701c161c0f9757cfc0be02cf377d8057f4a568db7a86de15-172,0xc36157756ea4838cf882edab9dd94325c38f2edc,172,340373363169742657,stakeDepositeds
11744631,0x343c132e02640d45a55344410e364bc40443aa3a59ccf51e0cc25cfe169d1c64-295,0x4ac761592d1f948058843121133d048dc7dfc7c0,295,9205607733234794930,stakeDepositeds
11744640,0x2d9521a1bcd1feb146972abf7c374ccde1b406849fbbb3a49a2f32023ffcefaf-190,0x362717d3fa1bfe457535b9b716f450b95a858217,190,3756550426608149302,stakeDepositeds
11745353,0xd848f15e1366c6b13ad6f3374f1827a5fad8a7dfa440609731c0dd99b5a21b72-15,0x362717d3fa1bfe457535b9b716f450b95a858217,15,3341403760614273926712,stakeDepositeds
11745356,0x20a43187cefbd90ed5597ef57e819735ea2abbb7840e55bb26fd113f68064d6c-87,0x4ac761592d1f948058843121133d048dc7dfc7c0,87,5407465713415418648,stakeDepositeds
11745356,0xf2bb69bcfa7cbc1345b5082cb5e67742d94ed4054481256495ba2fccdf9fb438-106,0x362717d3fa1bfe457535b9b716f450b95a858217,106,3341723659657240545952,stakeDepositeds
11745359,0x31056549ef3ee932e2b0f29e51ff8645ccec34a88450d8868f4916e2faf7b613-140,0x4ac761592d1f948058843121133d048dc7dfc7c0,140,4069467600055639011960,stakeDepositeds
11745365,0x0eadd9bd8d79a7483ce452528193b7d236797fa8100d4407000e0ffb8d40a18c-57,0x4ac761592d1f948058843121133d048dc7dfc7c0,57,4070142892337972677800,stakeDepositeds
11745410,0x6d439adebeb0775298c392056ba6bba7162af3ca0ba702fc72220d9c61cfa292-184,0x8d632dfc2454d624910fe982e85a5b15d2ae93c5,184,405577263976844000000,stakeDepositeds
11745746,0xd887ea33d809057433de0446a69099bbd6abd609db533befee18583c84540ecb-158,0xbe9d7c691792937ca7e2535652886ff390cc5b86,158,2899806981734255177781,stakeDepositeds
11745841,0x7f08cc8d2ebd2cc87a5150444300e4dcbbcad33ffda1a85b37fed52417822b1a-107,0x8a1729fe84c53c231c7ae53a5bec3f6e9953cb4b,107,9987837454947795719,stakeDepositeds
11745843,0x1d65ca5296c999f84b213597a29edeabe8040eef02ef7b2bfbfdd00e903efcfa-46,0x362717d3fa1bfe457535b9b716f450b95a858217,46,2680506940706118860,stakeDepositeds
11745843,0x84a770e4e7d42012bf5a49b0c2f3727aa3e92aeff0db7c1f8152d83b96369f54-99,0xc9348dcaef652791033a22f79a2024363e23d32b,99,3015082316238235708150,stakeDepositeds
11745845,0x69bf773f73d5ba72794ca2941b7628fce96a3bbb765aace0acc88bf5fdf2457a-185,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,185,7508513547237673011,stakeDepositeds
11745847,0x7fa2ae9f3c8279ee19d371089a102d4e600443dae261940c3d33e4aa96d6c3ac-105,0x8d632dfc2454d624910fe982e85a5b15d2ae93c5,105,407249032405032750000,stakeDepositeds
11745850,0x2e9962e0a165fa25afb9579ac10a49a83f75ad401693018b7676cb6a8aa76b44-85,0x75555d4115fe3b00a90811822ff77b9f97121be2,85,5552220551056666230807,stakeDepositeds
11745854,0x2162e927a6ef6f40755a7fdf55f4fa159dc9123e433ea98e490d7a94bcf64040-166,0x696569606ed7e07a3a5f0720f2ece96a79135762,166,2915182351214100372926,stakeDepositeds
11745855,0x619a0f2c1713fbe1a15cf6ead935685e876abde5f1356b50790ad11a7b12ee82-99,0x696569606ed7e07a3a5f0720f2ece96a79135762,99,129310639309213171940,stakeDepositeds
11745858,0x941c42d01a17a2c308e86143720f1c69149bd3b00c7e4dea826b69498d8465d6-130,0x7ca0ee4a792f4da7b6aaf4c082b234259de61112,130,74459083473739,stakeDepositeds
11745858,0xdfd5181036d7582d551dc9692b3906dc3fefdcc2996d366c03ee4a44c66df6ed-125,0x50fda0a43d6770a927ebe2909fce1cdcba417801,125,12099464549962991156,stakeDepositeds
11745867,0x76880b5b76d364c0351ee3bcbd6cfeca5a8ff6c5cc1958dc727e6f062cb9f9a4-334,0x5ea935a6164629dd9c0f7f1e3b79c2d041108e26,334,5214429733058205421,stakeDepositeds
11745867,0x80ce5b308fc5537c869365d0e64dd52199d821a3a4f12f3260301e36824c8518-336,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,336,10264858371934471059,stakeDepositeds
11745868,0x4f2770258dba00a13cb9c4378ed53a9e68a3de22b6ecd9bf20372365d75d1d11-36,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,36,660349712035605599886,stakeDepositeds
11745870,0xe6bf73d02416c35f42c54c56fbf45a0ba8030983a3f6439a3b62186867038c5b-122,0x371bff423d9cd52abc79959a52dd8a5ee7216112,122,3743959224513507614280,stakeDepositeds
11745872,0x6f4efbb7b425f6a8a571f40ca33b6a931ae12205d4b4fa0ebdb0fee9824b553b-119,0xb06071394531b63b0bac78f27e12dc2beaa913e4,119,6683607959194860947,stakeDepositeds
11745872,0x6f62591910015a22bc880c452f772661293d833412d15cbf64a3f5d3d8aafa74-117,0xbb784d9b398271b7a64f975bebde869409691915,117,2200966530689483914,stakeDepositeds
11745872,0xbeec5569fc71cbfa64859a56172caca4f1e143e654b5b5c9b55082f13b6b6e9c-258,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,258,10217054535882672478,stakeDepositeds
11745876,0x9a7b9d23bf97c3334a23dd17a05011809a32f7c7f0d6df181f3bfac0520769d7-64,0x5a8904be09625965d9aec4bffd30d853438a053e,64,36273967837922978383224,stakeDepositeds
11745877,0x65f110484de620170e061ef9bb914c110bf4f21e9426e118fe741d4085c82962-314,0xd3a3fa4b73e5007a8adef6ccdfc8d05c06a76035,314,8244900233439861000,stakeDepositeds
11745878,0xc31fca9f8811a0ec8a01fda75764f45f590929a7ed70461c511dd05e6279a22e-284,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,284,2154761719968027950,stakeDepositeds
11745882,0x34121d383e8941d79353c13c2009c1edb54af0246eec01d2c1117fce153c4c87-97,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,97,7189353212804850144,stakeDepositeds
11745965,0x3fa5d76f9c0c3e1f3bbb6da6ea270da0247aeb44c08663c6af2cd1857dc14e0e-87,0x720a98087160bfdb282f695abe6f9ac966b03d43,87,2102735024697428891800,stakeDepositeds
11746036,0x421c8a55bf44c03f97f06ce79eba48a573a8715ff2170164fcc46b2a6b83680a-225,0x4d6a8776a164776c93618233a0003e8894e7e6c2,225,276614314721830088,stakeDepositeds
11746037,0x457287783e7e09a02a0fa8e71f2fe869953cabe8ff325f002b312f8f62a952fa-184,0x4d6a8776a164776c93618233a0003e8894e7e6c2,184,340828656491243449,stakeDepositeds
11746038,0x4abcc29933c144960dab416ebef7f5add50e28c24bf271eefa12e48dee2ed5a6-221,0x4d6a8776a164776c93618233a0003e8894e7e6c2,221,274576834200221907,stakeDepositeds
11746039,0xaf8ed48059dd14a438a23337e6733113e81f3163bfcecf63f02b5e148bf37dc5-187,0x4d6a8776a164776c93618233a0003e8894e7e6c2,187,801160702420399491,stakeDepositeds
11746101,0x4be6d37f5e38e95d6acd59c1355a3108d4d52f9e356aee4f16b811a28d1d0ab9-222,0x4d6a8776a164776c93618233a0003e8894e7e6c2,222,1903013877140101609382,stakeDepositeds
11746105,0xf9c5bc3672049e18b9af3d792a12b2ca792bf6f31cb4d65e8d28983f3fde9304-197,0x4d6a8776a164776c93618233a0003e8894e7e6c2,197,1903620835667073202099,stakeDepositeds
11746311,0x02d673cba987f4d47ccfb9ce28678bdc67161c3550fdbd5762edb331a50a0a80-106,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,106,148234841073409823747,stakeDepositeds
11746312,0x85e48e7e0b05fdff522d23434586a6140db9f57227548c0c52a92a9c5a27d0d6-150,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,150,148265283257860933581,stakeDepositeds
11747257,0x81a76236fdbd67ac94b305a5149a10e2511e56e1049f413ad0a1814addf55a21-196,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,196,8531817515468268502983,stakeDepositeds
11747418,0x15a6f157dccf1c5f152ac0f5917cfd059e5ef2eb5094d859ce8e62623ea0bf5d-216,0x45ac0ac13cb89e285282b1034e6eedcffb42cc2d,216,812695964368802231,stakeDepositeds
11748161,0x14207321273592416fd7625d58741b74fb7158c30a9db2f557f12b30e39f6b6a-216,0x27ca9cf008a217e828b4b39945034ff8450730d1,216,310096955504917396556,stakeDepositeds
11748247,0xa0d604eaaaa80f4c8c0ce83c016f00f81eee1e3e44532695ca5d27b0d7b4e9c2-79,0x4bbfbd1320093858d877ab0c8cd91ef0ce065318,79,743809369089122846752,stakeDepositeds
11749267,0x2c6d2adc749b9c7cfaee76859417132e323959e185c9d1cb52b7ac55d64e081f-130,0x45ac0ac13cb89e285282b1034e6eedcffb42cc2d,130,3976499018240866150357,stakeDepositeds
11750337,0x57350df8c2eac1fb3cbe6e8c263d5a5fb17a0ae73ca485b9969ee2d7be3836d9-83,0xbb784d9b398271b7a64f975bebde869409691915,83,104448372473537770070,stakeDepositeds
11750338,0x924ea249025f8a89e618214a87bce9e710d05943fa5eeb590e42376f6c88cf28-118,0xbb784d9b398271b7a64f975bebde869409691915,118,1743174423804387075751,stakeDepositeds
11750365,0x42cb256902369cd379a0b3058244705a3746c2016ee563f95d7a995fbb32cedf-27,0x8a1729fe84c53c231c7ae53a5bec3f6e9953cb4b,27,1292680224991284377076,stakeDepositeds
11750367,0x71a5c5c88c75d1252701d1723f9fec3569fbe9dc0fe6e09368d947585bed707c-108,0x8a1729fe84c53c231c7ae53a5bec3f6e9953cb4b,108,101641009155877274100,stakeDepositeds
11751829,0x53fb42c1cbb73af27e364d16d9dc8662c941817c37437bfcfa4c6f321d8c381e-114,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,114,1930113409999002148541,stakeDepositeds
11751929,0x3d3a281b3e4be266b0021fc2654d2efcf22d50d8464d5ffbfa69013e4dcbd78c-135,0x147e0980483f71a235521335a3ef79338ca11d28,135,560927290687284001338,stakeDepositeds
11751930,0x7a6addf9abc5a4ebe10a02724254fd5d70294b9c90da3b4ecd6e5e6051e8a2f3-41,0x147e0980483f71a235521335a3ef79338ca11d28,41,560895601210314753513,stakeDepositeds
11752486,0x86633ce7858d3081b086633f7bc9adea0c5eab6255ed183927757d6eee9aa227-196,0xbbf36ec9311d60513c09f952d7530c2ff37e86b4,196,17006739021106308861,stakeDepositeds
11752487,0x2cc3f3f70765a78b8e541cd02fbd1ff1a78e5ddd45e3745464f8084f28bd2dba-261,0xbbf36ec9311d60513c09f952d7530c2ff37e86b4,261,17845348900403058329,stakeDepositeds
11752505,0x69f4459aade15b1cd223d24395557403ab437aa0dc2461a78abf4355c2820efe-134,0x9b1da82ee4d269eeeb4977e092b9ad2d7970c096,134,12362599408711399098628,stakeDepositeds
11752505,0xfa7755362b33d18f552196a695a410084cb9aa2e9cf220591c0394928281f5da-136,0x7ed9d36539f349808c42187ed4e1753d5947db7a,136,1750353540290906926,stakeDepositeds
11752507,0xb21da58968063accc78c11801d492f90ce8cf2821955569e56901e6a8623d28a-110,0x7ed9d36539f349808c42187ed4e1753d5947db7a,110,1460368391207744866,stakeDepositeds
11752508,0x4fba1ba41e6279b61cbc6f158985b291f241f159bc6ba4ace8c7c715767411bb-95,0x7ed9d36539f349808c42187ed4e1753d5947db7a,95,1311991079383771334,stakeDepositeds
11752509,0x521e65aed2910b234ed080cb76294d12d0e06c100e8a8c2cd3d3a04fb6dcc560-142,0x7ed9d36539f349808c42187ed4e1753d5947db7a,142,4132794774013161644,stakeDepositeds
11752510,0xc38715d03eb436af783dce172323e2563aed6fcf9b7b509c921f539f12c66f8c-42,0x7ed9d36539f349808c42187ed4e1753d5947db7a,42,3760370684169249209,stakeDepositeds
11752516,0x444be65b90424922144972aebcd105f23c1fd939983376aee8a0bbf207d61401-274,0xb3e2fe4e6673709613c22c63d3d7326f3bfa15cc,274,7276614950064376797926,stakeDepositeds
11752516,0x6343ce450deb4273c839509749bdd6af35b5464968368313ddbe5213b0cdb7f0-106,0x371bff423d9cd52abc79959a52dd8a5ee7216112,106,3696116414187168552000,stakeDepositeds
11752519,0xca2ff97f6a33643762f813a0b2222a42ae4159e18dca4aac6104e58539975c22-149,0xcc49c102b09addf780816b9989d95c873032cf88,149,74906496870324,stakeDepositeds
11752539,0x137afcc57e27bd72d6bde02023f82a0bbe88d997846323c3d5c823827ac212a6-210,0x6ac85b9d834b51b14a7b0ed849bb5199e04c05c5,210,7695020589429784587,stakeDepositeds
11752613,0xd891f56a109c01f5830001c2c2e36da9746c16ec72a55b5adb56552196aadbd1-234,0x6980fd6c85a98df8180123951e46d673b456699c,234,5104467299040077397000,stakeDepositeds
11752997,0x2ed5d2efb4ffd81c62e3701a594c1ccfd02fb629f4c6577740ee44d8ed8523c8-30,0xf4a097ce3a4efbd1748b2ef2076813961e4e6fa7,30,730014566231475510658,stakeDepositeds
11752999,0x1dafbdd6e37ad94504beec3cfe5d4e420f1e79390de9f13943a0fd2f95cd01b8-294,0x6ac85b9d834b51b14a7b0ed849bb5199e04c05c5,294,7923450488152229693,stakeDepositeds
11753003,0x8e2f68d9eb23a9afdd3c417967033328b237c28983872abdd7425cba31457bb2-139,0x6ac85b9d834b51b14a7b0ed849bb5199e04c05c5,139,1591567345624499014800,stakeDepositeds
11753003,0x9a922777e49249a8b0778e618591e52c267ee058abf879b80863347f999d2069-153,0x5a8904be09625965d9aec4bffd30d853438a053e,153,37413453247267864675020,stakeDepositeds
11753006,0xec18ba62aaccd31b21501888df8b04e700391b3ecf2a513961fa57de9c5f0edb-56,0x6ac85b9d834b51b14a7b0ed849bb5199e04c05c5,56,1591682223379717165200,stakeDepositeds
11753070,0x39468aee8f2e72baf3f5cfaf658f2efceaad1721038a337aa64b7deaa66bf4a5-136,0xc60d0c8c74b5d3a33ed51c007ebae682490de261,136,132175802780929363526400,stakeDepositeds
11753073,0x8b2bb793d8a4b9ad06e42f3b2c548ea77736d06e90f69579ed7a4baa25256045-59,0xc60d0c8c74b5d3a33ed51c007ebae682490de261,59,132164686308837938553600,stakeDepositeds
11753157,0x1cd2f9f39945629719af1e6b6e54eec1481d195362c827a422e5e0f9ea33c3db-132,0x6125ea331851367716bee301ecde7f38a7e429e7,132,3847301445291997839480,stakeDepositeds
11753160,0x8e69f9dd392be448fe0bc11fdd3e814adb079534db51b6974acd646b6b4015fd-271,0x6125ea331851367716bee301ecde7f38a7e429e7,271,3934962950443804036125,stakeDepositeds
11753541,0x8a26f82d1b41ed2ed9ff85f50146acc44c78b2ec9cf3784bc567ad608f8e889a-173,0xcba3cbd284108e1ad5942e0a6b2c75a030a9d379,173,28481847403802027819520,stakeDepositeds
11754919,0xd87222062f9be574718d3528f0e9c0f6dbd506ca68cbf01d1c9a4d2765bef9df-212,0x4fedde33607cfda2c82a999accb427d1170987d9,212,17425944463267582257688,stakeDepositeds
