         2900107660 function calls (2375386070 primitive calls) in 2180.488 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
flags.py:83(allows_duplicate_labels)                                     -> 
__init__.py:119(key_filter)                                              ->       4    0.000    0.000  __init__.py:121(<listcomp>)
common.py:160(is_object_dtype)                                           ->       6    0.000    0.000  common.py:144(classes)
                                                                                  6    0.000    0.000  common.py:1578(_is_dtype_type)
{built-in method numpy.array}                                            -> 
missing.py:552(na_value_for_dtype)                                       ->       2    0.000    0.000  common.py:673(is_integer_dtype)
                                                                                  2    0.000    0.000  common.py:1141(needs_i8_conversion)
                                                                                  2    0.000    0.000  common.py:1230(is_float_dtype)
                                                                                  1    0.000    0.000  common.py:1264(is_bool_dtype)
                                                                                  2    0.000    0.000  {built-in method builtins.isinstance}
putmask.py:185(extract_bool_array)                                       ->      24    0.000    0.000  {built-in method builtins.isinstance}
                                                                                 24    0.000    0.000  {built-in method numpy.asarray}
_methods.py:38(_amax)                                                    ->       1    0.000    0.000  {method 'reduce' of 'numpy.ufunc' objects}
sre_parse.py:96(closegroup)                                              ->       2    0.000    0.000  sre_parse.py:174(getwidth)
sre_parse.py:174(getwidth)                                               ->    10/9    0.000    0.000  sre_parse.py:174(getwidth)
                                                                                 22    0.000    0.000  {built-in method builtins.min}
server.py:19(<module>)                                                   ->       1    0.000    0.000  {built-in method builtins.__build_class__}
{built-in method from_bytes}                                             -> 
numerictypes.py:599(find_common_type)                                    ->       2    0.000    0.000  numerictypes.py:575(_can_coerce_all)
                                                                                  1    0.000    0.000  numerictypes.py:651(<listcomp>)
                                                                                  1    0.000    0.000  numerictypes.py:652(<listcomp>)
managers.py:1404(as_array)                                               ->       2    0.000    0.000  blocks.py:221(get_values)
                                                                                  2    0.000    0.000  managers.py:219(is_single_block)
                                                                                  2    0.000    0.000  {built-in method builtins.len}
                                                                                  2    0.000    0.000  {built-in method numpy.asarray}
                                                                                  2    0.000    0.000  {method 'transpose' of 'numpy.ndarray' objects}
{method 'reshape' of 'numpy.ndarray' objects}                            -> 
__init__.py:857(__init__)                                                ->       2    0.000    0.000  __init__.py:193(_checkLevel)
                                                                                  2    0.000    0.000  __init__.py:771(__init__)
                                                                                  2    0.000    0.000  __init__.py:838(_addHandlerRef)
                                                                                  2    0.000    0.000  __init__.py:886(createLock)
common.py:74(get_op_result_name)                                         ->       2    0.000    0.000  common.py:96(_maybe_match_name)
                                                                                  1    0.000    0.000  series.py:577(name)
                                                                                  3    0.000    0.000  {built-in method builtins.isinstance}
__init__.py:25(<genexpr>)                                                ->      37    0.000    0.000  {built-in method builtins.getattr}
<frozen importlib._bootstrap_external>:1585(<setcomp>)                   ->      84    0.000    0.000  {method 'lower' of 'str' objects}
{built-in method _imp.release_lock}                                      -> 
common.py:192(all_none)                                                  ->       6    0.000    0.000  common.py:196(<genexpr>)
                                                                                  6    0.000    0.000  {built-in method builtins.all}
<__array_function__ internals>:2(ravel)                                  ->       2    0.000    0.000  fromnumeric.py:1714(_ravel_dispatcher)
                                                                                  2    0.000    0.000  {built-in method numpy.core._multiarray_umath.implement_array_function}
typing.py:1340(cast)                                                     -> 
{built-in method builtins.setattr}                                       -> 
common.py:1264(is_bool_dtype)                                            ->       4    0.000    0.000  common.py:1420(is_extension_array_dtype)
                                                                                  4    0.000    0.000  common.py:1543(get_dtype)
                                                                                  8    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  4    0.000    0.000  {built-in method builtins.issubclass}
<__array_function__ internals>:2(concatenate)                            ->       5    0.000    0.000  multiarray.py:148(concatenate)
                                                                                  5    0.000    0.000  {built-in method numpy.core._multiarray_umath.implement_array_function}
base.py:2018(is_unique)                                                  ->       1    0.000    0.000  base.py:767(_engine)
                                                                                  1    0.000    0.000  base.py:774(<lambda>)
common.py:725(is_signed_integer_dtype)                                   ->       9    0.000    0.000  common.py:149(classes_and_not_datetimelike)
                                                                                  9    0.000    0.000  common.py:1578(_is_dtype_type)
base.py:3488(_get_indexer)                                               ->       1    0.000    0.000  base.py:4405(_get_engine_target)
                                                                                  1    0.000    0.000  common.py:574(is_dtype_equal)
                                                                                  1    0.000    0.000  {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
                                                                                  1    0.000    0.000  {pandas._libs.algos.ensure_platform_int}
managers.py:473(<listcomp>)                                              ->       6    0.000    0.000  blocks.py:344(dtype)
__init__.py:64(<listcomp>)                                               ->      10    0.000    0.000  __init__.py:55(tupalize)
<frozen importlib._bootstrap>:765(exec_module)                           ->       1    0.000    0.000  <frozen importlib._bootstrap>:220(_call_with_frames_removed)
sre_compile.py:276(_optimize_charset)                                    ->      16    0.000    0.000  {built-in method builtins.len}
                                                                                  8    0.000    0.000  {method 'append' of 'list' objects}
                                                                                  8    0.000    0.000  {method 'find' of 'bytearray' objects}
base.py:950(take)                                                        ->       1    0.000    0.000  algorithms.py:1411(take)
                                                                                  1    0.000    0.000  base.py:605(_simple_new)
                                                                                  1    0.000    0.000  base.py:966(_maybe_disallow_fill)
                                                                                  1    0.000    0.000  base.py:1449(name)
                                                                                  1    0.000    0.000  base.py:4379(_values)
                                                                                  1    0.000    0.000  {pandas._libs.algos.ensure_platform_int}
{method '__exit__' of '_thread.lock' objects}                            -> 
config.py:565(_get_root)                                                 ->       7    0.000    0.000  {method 'split' of 'str' objects}
cast.py:114(maybe_convert_platform)                                      ->       1    0.000    0.000  cast.py:1960(construct_1d_object_array_from_listlike)
                                                                                  1    0.000    0.000  typing.py:1340(cast)
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  1    0.000    0.000  {pandas._libs.lib.maybe_convert_objects}
base.py:3306(_convert_can_do_setop)                                      ->       1    0.000    0.000  common.py:74(get_op_result_name)
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
<frozen importlib._bootstrap>:152(__init__)                              -> 
blocks.py:646(copy)                                                      ->       4    0.000    0.000  blocks.py:261(make_block_same_class)
                                                                                  4    0.000    0.000  {method 'copy' of 'numpy.ndarray' objects}
subgraph.py:2(__init__)                                                  -> 
{method 'copy' of 'numpy.ndarray' objects}                               -> 
fromnumeric.py:2933(prod)                                                ->       1    0.000    0.000  fromnumeric.py:69(_wrapreduction)
config.py:618(_warn_if_deprecated)                                       ->       7    0.000    0.000  config.py:579(_get_deprecated_option)
base.py:683(_get_attributes_dict)                                        ->       3    0.000    0.000  base.py:688(<dictcomp>)
{built-in method _imp.exec_builtin}                                      -> 
{built-in method _thread.get_ident}                                      -> 
generic.py:539(_get_axis_number)                                         -> 
_inspect.py:101(get_spec)                                                ->       1    0.000    0.000  <string>:1(<lambda>)
                                                                                  1    0.000    0.000  inspect.py:494(unwrap)
                                                                                  1    0.000    0.000  {built-in method builtins.getattr}
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  1    0.000    0.000  {built-in method builtins.len}
base.py:2058(is_boolean)                                                 ->       2    0.000    0.000  base.py:2382(inferred_type)
typing.py:189(_collect_type_vars)                                        ->       7    0.000    0.000  typing.py:200(<listcomp>)
                                                                                 28    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  7    0.000    0.000  {method 'extend' of 'list' objects}
common.py:146(<lambda>)                                                  ->      55    0.000    0.000  {built-in method builtins.issubclass}
_ufunc_config.py:434(__exit__)                                           ->       3    0.000    0.000  _ufunc_config.py:32(seterr)
indexers.py:249(maybe_convert_indices)                                   ->       1    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  2    0.000    0.000  {method 'any' of 'numpy.ndarray' objects}
base.py:707(_view)                                                       ->       4    0.000    0.000  base.py:605(_simple_new)
                                                                                  4    0.000    0.000  base.py:4379(_values)
base.py:2420(__reduce__)                                                 ->       2    0.000    0.000  base.py:683(_get_attributes_dict)
                                                                                  2    0.000    0.000  {method 'update' of 'dict' objects}
base.py:4638(_can_hold_identifiers_and_holds_name)                       ->       1    0.000    0.000  base.py:2218(is_object)
                                                                                  1    0.000    0.000  base.py:4537(__contains__)
common.py:100(is_bool_indexer)                                           ->       1    0.000    0.000  common.py:1264(is_bool_dtype)
                                                                                  2    0.000    0.000  series.py:562(dtype)
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
nanops.py:213(_maybe_get_mask)                                           ->       1    0.000    0.000  common.py:673(is_integer_dtype)
                                                                                  1    0.000    0.000  common.py:1264(is_bool_dtype)
abc.py:105(__new__)                                                      ->       1    0.000    0.000  {built-in method __new__ of type object at 0x00007FFAFCACE670}
                                                                                  1    0.000    0.000  {built-in method _abc._abc_init}
sre_parse.py:254(get)                                                    ->      18    0.000    0.000  sre_parse.py:233(__next)
numerictypes.py:575(_can_coerce_all)                                     ->      10    0.000    0.000  numerictypes.py:584(<listcomp>)
                                                                                 12    0.000    0.000  {built-in method builtins.len}
range.py:461(_view)                                                      ->       5    0.000    0.000  range.py:160(_simple_new)
base.py:3516(_check_indexing_method)                                     ->       1    0.000    0.000  base.py:818(dtype)
                                                                                  1    0.000    0.000  base.py:2410(_is_multi)
                                                                                  1    0.000    0.000  common.py:458(is_interval_dtype)
                                                                                  1    0.000    0.000  common.py:496(is_categorical_dtype)
generic.py:1980(<genexpr>)                                               ->       6    0.000    0.000  generic.py:553(_get_axis)
                                                                                  6    0.000    0.000  {built-in method builtins.len}
__init__.py:1417(setLevel)                                               ->       2    0.000    0.000  __init__.py:193(_checkLevel)
                                                                                  2    0.000    0.000  __init__.py:1372(_clear_cache)
<frozen importlib._bootstrap_external>:1006(__init__)                    -> 
construction.py:640(_sanitize_str_dtypes)                                ->      39    0.000    0.000  {built-in method builtins.issubclass}
construction.py:897(_validate_or_indexify_columns)                       ->       5    0.000    0.000  {built-in method builtins.isinstance}
                                                                                 10    0.000    0.000  {built-in method builtins.len}
pstats.py:136(load_stats)                                                ->       1    0.000    0.000  cProfile.py:50(create_stats)
                                                                                  1    0.000    0.000  {built-in method builtins.hasattr}
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
sre_compile.py:536(_compile_info)                                        ->       1    0.000    0.000  sre_compile.py:461(_get_literal_prefix)
                                                                                  1    0.000    0.000  sre_compile.py:492(_get_charset_prefix)
                                                                                  1    0.000    0.000  sre_parse.py:174(getwidth)
                                                                                  2    0.000    0.000  {built-in method builtins.len}
                                                                                  1    0.000    0.000  {built-in method builtins.min}
                                                                                  5    0.000    0.000  {method 'append' of 'list' objects}
generic.py:2050(<dictcomp>)                                              ->       1    0.000    0.000  flags.py:96(__getitem__)
                                                                                  1    0.000    0.000  generic.py:342(flags)
concat.py:402(<listcomp>)                                                ->       2    0.000    0.000  frame.py:797(shape)
                                                                                  2    0.000    0.000  {built-in method builtins.sum}
__init__.py:1335(_fixupParents)                                          ->       1    0.000    0.000  __init__.py:1224(__init__)
                                                                                  3    0.000    0.000  {method 'rfind' of 'str' objects}
take.py:517(_take_preprocess_indexer_and_fill_value)                     ->       2    0.000    0.000  cast.py:467(maybe_promote)
                                                                                  1    0.000    0.000  {method 'any' of 'numpy.ndarray' objects}
                                                                                  2    0.000    0.000  {pandas._libs.algos.ensure_platform_int}
fromnumeric.py:69(_wrapreduction)                                        ->       1    0.000    0.000  fromnumeric.py:70(<dictcomp>)
                                                                                  1    0.000    0.000  {built-in method builtins.getattr}
                                                                                  1    0.000    0.000  {method 'items' of 'dict' objects}
                                                                                  1    0.000    0.000  {method 'reduce' of 'numpy.ufunc' objects}
construction.py:660(_maybe_repeat)                                       ->      38    0.000    0.000  {built-in method builtins.len}
managers.py:911(<genexpr>)                                               ->       8    0.000    0.000  blocks.py:238(mgr_locs)
                                                                                  8    0.000    0.000  {built-in method builtins.len}
ntpath.py:524(abspath)                                                   ->       1    0.000    0.000  ntpath.py:450(normpath)
                                                                                  1    0.000    0.000  {built-in method nt._getfullpathname}
{built-in method builtins.dir}                                           -> 
indexing.py:2323(convert_to_index_sliceable)                             ->       1    0.000    0.000  base.py:4537(__contains__)
                                                                                  4    0.000    0.000  {built-in method builtins.isinstance}
common.py:144(classes)                                                   -> 
multiarray.py:1071(copyto)                                               -> 
sre_compile.py:423(_simple)                                              ->       8    0.000    0.000  sre_parse.py:164(__getitem__)
                                                                                  8    0.000    0.000  {built-in method builtins.len}
{built-in method _imp.is_frozen}                                         -> 
series.py:562(dtype)                                                     ->       7    0.000    0.000  managers.py:1656(dtype)
__init__.py:1372(_clear_cache)                                           ->       2    0.000    0.000  __init__.py:218(_acquireLock)
                                                                                  2    0.000    0.000  __init__.py:227(_releaseLock)
                                                                                 10    0.000    0.000  {built-in method builtins.isinstance}
                                                                                 11    0.000    0.000  {method 'clear' of 'dict' objects}
                                                                                  2    0.000    0.000  {method 'values' of 'dict' objects}
__init__.py:24(<listcomp>)                                               ->      66    0.000    0.000  {method 'startswith' of 'str' objects}
{method 'pop' of 'dict' objects}                                         -> 
{method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}       -> 
_asarray.py:111(<setcomp>)                                               ->       6    0.000    0.000  {method 'upper' of 'str' objects}
common.py:342(apply_if_callable)                                         ->      28    0.000    0.000  {built-in method builtins.callable}
{built-in method nt.fspath}                                              -> 
base.py:1467(_validate_names)                                            ->       2    0.000    0.000  base.py:1500(_get_names)
                                                                                  1    0.000    0.000  common.py:1718(validate_all_hashable)
                                                                                  2    0.000    0.000  {built-in method builtins.len}
common.py:116(ensure_python_int)                                         ->      13    0.000    0.000  {pandas._libs.lib.is_scalar}
managers.py:174(blklocs)                                                 -> 
ntpath.py:450(normpath)                                                  ->       1    0.000    0.000  ntpath.py:124(splitdrive)
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  7    0.000    0.000  {built-in method builtins.len}
                                                                                  1    0.000    0.000  {built-in method nt.fspath}
                                                                                  1    0.000    0.000  {method 'join' of 'str' objects}
                                                                                  1    0.000    0.000  {method 'lstrip' of 'str' objects}
                                                                                  1    0.000    0.000  {method 'replace' of 'str' objects}
                                                                                  1    0.000    0.000  {method 'split' of 'str' objects}
                                                                                  2    0.000    0.000  {method 'startswith' of 'str' objects}
{method 'add' of 'set' objects}                                          -> 
{built-in method _imp.is_builtin}                                        -> 
common.py:673(is_integer_dtype)                                          ->       4    0.000    0.000  common.py:149(classes_and_not_datetimelike)
                                                                                  4    0.000    0.000  common.py:1578(_is_dtype_type)
{pandas._libs.lib.is_bool}                                               -> 
config.py:579(_get_deprecated_option)                                    -> 
blocks.py:349(iget)                                                      -> 
generic.py:342(flags)                                                    -> 
{method 'ravel' of 'numpy.ndarray' objects}                              -> 
generic.py:553(_get_axis)                                                ->      10    0.000    0.000  generic.py:539(_get_axis_number)
process.py:393(__init__)                                                 ->       1    0.000    0.000  {built-in method nt.urandom}
{pandas._libs.internals.get_blkno_placements}                            -> 
managers.py:1042(value_getitem)                                          -> 
sre_parse.py:233(__next)                                                 -> 
process.py:71(BaseProcess)                                               ->       3    0.000    0.000  {method 'setter' of 'property' objects}
<frozen importlib._bootstrap_external>:1472(<genexpr>)                   -> 
{method 'partition' of 'str' objects}                                    -> 
base.py:756(_reset_identity)                                             -> 
construction.py:496(treat_as_nested)                                     ->       5    0.000    0.000  {built-in method builtins.getattr}
                                                                                  5    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  5    0.000    0.000  {built-in method builtins.len}
                                                                                  5    0.000    0.000  {pandas._libs.lib.is_list_like}
sre_compile.py:249(_compile_charset)                                     ->      24    0.000    0.000  {method 'append' of 'list' objects}
generic.py:321(attrs)                                                    -> 
typing.py:910(<genexpr>)                                                 ->       3    0.000    0.000  typing.py:137(_type_check)
blocks.py:261(make_block_same_class)                                     -> 
managers.py:922(from_blocks)                                             ->       5    0.000    0.000  managers.py:877(__init__)
__init__.py:886(createLock)                                              ->       2    0.000    0.000  __init__.py:238(_register_at_fork_reinit_lock)
                                                                                  2    0.000    0.000  threading.py:82(RLock)
__init__.py:121(<listcomp>)                                              -> 
api.py:236(_sanitize_and_check)                                          ->       1    0.000    0.000  api.py:257(<setcomp>)
                                                                                  1    0.000    0.000  {built-in method builtins.len}
__init__.py:1404(__init__)                                               ->       2    0.000    0.000  __init__.py:193(_checkLevel)
                                                                                  2    0.000    0.000  __init__.py:771(__init__)
concat.py:110(<listcomp>)                                                ->       2    0.000    0.000  concat.py:99(is_nonempty)
typing.py:740(__eq__)                                                    ->      28    0.000    0.000  {built-in method builtins.isinstance}
{method 'lower' of 'str' objects}                                        -> 
algorithms.py:1411(take)                                                 ->       1    0.000    0.000  inference.py:184(is_array_like)
                                                                                  1    0.000    0.000  {built-in method numpy.asarray}
                                                                                  1    0.000    0.000  {method 'take' of 'numpy.ndarray' objects}
generic.py:3857(_check_setitem_copy)                                     -> 
blocks.py:344(dtype)                                                     -> 
{pandas._libs.lib.is_float}                                              -> 
{built-in method nt._path_splitroot}                                     -> 
{method 'nonzero' of 'numpy.ndarray' objects}                            -> 
<__array_function__ internals>:2(ndim)                                   ->       2    0.000    0.000  fromnumeric.py:3123(_ndim_dispatcher)
                                                                                  2    0.000    0.000  {built-in method numpy.core._multiarray_umath.implement_array_function}
{method 'fill' of 'numpy.ndarray' objects}                               -> 
{pandas._libs.algos.ensure_object}                                       -> 
dataclasses.py:1047(is_dataclass)                                        ->       5    0.000    0.000  {built-in method builtins.hasattr}
                                                                                  5    0.000    0.000  {built-in method builtins.isinstance}
_bootlocale.py:11(getpreferredencoding)                                  ->       1    0.000    0.000  {built-in method _locale._getdefaultlocale}
enum.py:977(__and__)                                                     ->       2    0.000    0.000  enum.py:358(__call__)
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
config.py:815(<genexpr>)                                                 ->       1    0.000    0.000  config.py:860(is_callable)
managers.py:245(items)                                                   -> 
common.py:154(<lambda>)                                                  ->      25    0.000    0.000  {built-in method builtins.issubclass}
{pandas._libs.lib.is_all_arraylike}                                      -> 
managers.py:1612(_block)                                                 -> 
pool.py:173(Pool)                                                        -> 
base.py:4379(_values)                                                    -> 
__init__.py:55(tupalize)                                                 ->      10    0.000    0.000  {built-in method builtins.isinstance}
                                                                                 10    0.000    0.000  {method 'append' of 'list' objects}
weakref.py:105(__init__)                                                 ->       1    0.000    0.000  weakref.py:287(update)
config.py:606(_translate_key)                                            ->       7    0.000    0.000  config.py:579(_get_deprecated_option)
base.py:688(<dictcomp>)                                                  ->       3    0.000    0.000  {built-in method builtins.getattr}
<frozen importlib._bootstrap>:406(has_location)                          -> 
<frozen importlib._bootstrap>:415(spec_from_loader)                      ->       1    0.000    0.000  <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
                                                                                  1    0.000    0.000  <frozen importlib._bootstrap>:351(__init__)
                                                                                  2    0.000    0.000  {built-in method builtins.hasattr}
config.py:210(__getattr__)                                               ->       1    0.000    0.000  config.py:194(__init__)
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
managers.py:1656(dtype)                                                  ->       1    0.000    0.000  blocks.py:344(dtype)
                                                                                  7    0.000    0.000  managers.py:1612(_block)
config.py:547(_select_options)                                           -> 
common.py:96(_maybe_match_name)                                          ->       6    0.000    0.000  base.py:1449(name)
                                                                                  4    0.000    0.000  {built-in method builtins.hasattr}
base.py:5353(_maybe_promote)                                             ->       1    0.000    0.000  common.py:160(is_object_dtype)
                                                                                  1    0.000    0.000  {built-in method builtins.isinstance}
multiprocessing.py:85(ProcessPool)                                       -> 
{built-in method _abc._abc_init}                                         -> 
context.py:30(BaseContext)                                               ->       1    0.000    0.000  {method 'setter' of 'property' objects}
base.py:2819(_get_reconciled_name_object)                                ->       1    0.000    0.000  base.py:1449(name)
                                                                                  1    0.000    0.000  common.py:74(get_op_result_name)
base.py:308(ndim)                                                        -> 
__init__.py:838(_addHandlerRef)                                          ->       2    0.000    0.000  __init__.py:218(_acquireLock)
                                                                                  2    0.000    0.000  __init__.py:227(_releaseLock)
                                                                                  2    0.000    0.000  {method 'append' of 'list' objects}
parallel.py:149(ParallelPool)                                            -> 
<frozen importlib._bootstrap_external>:1031(get_filename)                -> 
{built-in method nt.urandom}                                             -> 
concat.py:645(_combine_concat_plans)                                     ->       1    0.000    0.000  {built-in method builtins.len}
                                                                                  2    0.000    0.000  {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
base.py:2218(is_object)                                                  ->       1    0.000    0.000  base.py:818(dtype)
                                                                                  1    0.000    0.000  common.py:160(is_object_dtype)
inference.py:184(is_array_like)                                          ->       3    0.000    0.000  {built-in method builtins.hasattr}
                                                                                  3    0.000    0.000  {pandas._libs.lib.is_list_like}
sre_parse.py:160(__len__)                                                ->      27    0.000    0.000  {built-in method builtins.len}
{method 'split' of 'str' objects}                                        -> 
connection.py:122(_ConnectionBase)                                       -> 
flags.py:51(allows_duplicate_labels)                                     -> 
managers.py:305(<dictcomp>)                                              -> 
<frozen importlib._bootstrap>:757(create_module)                         ->       1    0.000    0.000  <frozen importlib._bootstrap>:220(_call_with_frames_removed)
contextlib.py:242(helper)                                                ->       1    0.000    0.000  contextlib.py:86(__init__)
sre_compile.py:461(_get_literal_prefix)                                  ->       1    0.000    0.000  sre_compile.py:65(_combine_flags)
                                                                                  2    0.000    0.000  sre_compile.py:453(_get_iscased)
                                                                                  1    0.000    0.000  sre_compile.py:461(_get_literal_prefix)
                                                                                  1    0.000    0.000  {built-in method builtins.len}
                                                                                  1    0.000    0.000  {method 'extend' of 'list' objects}
{built-in method builtins.callable}                                      -> 
__init__.py:218(_acquireLock)                                            ->       8    0.000    0.000  {method 'acquire' of '_thread.RLock' objects}
typing.py:128(_type_convert)                                             ->      14    0.000    0.000  {built-in method builtins.isinstance}
base.py:4405(_get_engine_target)                                         ->       7    0.000    0.000  base.py:4379(_values)
generic.py:559(_get_block_manager_axis)                                  ->       3    0.000    0.000  generic.py:539(_get_axis_number)
managers.py:885(<genexpr>)                                               ->      12    0.000    0.000  {built-in method builtins.isinstance}
<frozen importlib._bootstrap_external>:841(create_module)                -> 
base.py:6445(unpack_nested_dtype)                                        ->       1    0.000    0.000  base.py:818(dtype)
                                                                                  1    0.000    0.000  common.py:496(is_categorical_dtype)
common.py:1420(is_extension_array_dtype)                                 ->       6    0.000    0.000  {built-in method builtins.getattr}
                                                                                 12    0.000    0.000  {built-in method builtins.isinstance}
common.py:522(require_length_match)                                      ->       4    0.000    0.000  {built-in method builtins.len}
api.py:95(<listcomp>)                                                    ->       2    0.000    0.000  generic.py:553(_get_axis)
blocks.py:238(mgr_locs)                                                  -> 
series.py:507(_constructor)                                              -> 
execution.py:34(<lambda>)                                                ->       9    0.000    0.000  {method 'pop' of 'list' objects}
sre_parse.py:84(opengroup)                                               ->       4    0.000    0.000  sre_parse.py:81(groups)
                                                                                  2    0.000    0.000  {method 'append' of 'list' objects}
__init__.py:1601(addHandler)                                             ->       2    0.000    0.000  __init__.py:218(_acquireLock)
                                                                                  2    0.000    0.000  __init__.py:227(_releaseLock)
                                                                                  2    0.000    0.000  {method 'append' of 'list' objects}
connection.py:773(ConnectionWrapper)                                     -> 
threading.py:82(ThreadPool)                                              -> 
base.py:4493(_validate_fill_value)                                       ->       1    0.000    0.000  base.py:4379(_values)
                                                                                  1    0.000    0.000  cast.py:2147(can_hold_element)
<frozen importlib._bootstrap_external>:1179(exec_module)                 ->       1    0.000    0.000  <frozen importlib._bootstrap>:220(_call_with_frames_removed)
                                                                                  1    0.000    0.000  <frozen importlib._bootstrap>:231(_verbose_message)
__init__.py:227(_releaseLock)                                            ->       8    0.000    0.000  {method 'release' of '_thread.RLock' objects}
<__array_function__ internals>:2(bincount)                               ->       1    0.000    0.000  multiarray.py:883(bincount)
                                                                                  1    0.000    0.000  {built-in method numpy.core._multiarray_umath.implement_array_function}
{built-in method numpy.seterrobj}                                        -> 
base.py:716(_rename)                                                     ->       1    0.000    0.000  range.py:461(_view)
depreciationHandler.py:19(rename_keys)                                   -> 
sre_parse.py:249(match)                                                  ->       2    0.000    0.000  sre_parse.py:233(__next)
common.py:196(<genexpr>)                                                 -> 
typing.py:733(<genexpr>)                                                 -> 
contextlib.py:112(__enter__)                                             ->       1    0.000    0.000  {built-in method builtins.next}
{pandas._libs.lib.item_from_zerodim}                                     -> 
frame.py:797(shape)                                                      ->       4    0.000    0.000  {built-in method builtins.len}
inspect.py:494(unwrap)                                                   ->       1    0.000    0.000  inspect.py:511(_is_wrapper)
                                                                                  1    0.000    0.000  {built-in method builtins.id}
                                                                                  1    0.000    0.000  {built-in method sys.getrecursionlimit}
construction.py:863(<genexpr>)                                           ->       5    0.000    0.000  {built-in method builtins.isinstance}
__init__.py:222(<lambda>)                                                -> 
pp_helper.py:37(ApplyResult)                                             -> 
sre_parse.py:355(_escape)                                                ->       8    0.000    0.000  {method 'get' of 'dict' objects}
managers.py:1761(<genexpr>)                                              ->      10    0.000    0.000  {built-in method builtins.isinstance}
enum.py:358(__call__)                                                    ->       2    0.000    0.000  enum.py:670(__new__)
common.py:149(classes_and_not_datetimelike)                              -> 
sre_parse.py:286(tell)                                                   ->      13    0.000    0.000  {built-in method builtins.len}
{built-in method _locale._getdefaultlocale}                              -> 
<frozen importlib._bootstrap_external>:1155(__init__)                    ->       1    0.000    0.000  <frozen importlib._bootstrap_external>:167(_path_isabs)
fromnumeric.py:1718(ravel)                                               ->       2    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  2    0.000    0.000  {built-in method numpy.asanyarray}
                                                                                  2    0.000    0.000  {method 'ravel' of 'numpy.ndarray' objects}
concat.py:598(<listcomp>)                                                ->       2    0.000    0.000  frame.py:780(axes)
<frozen importlib._bootstrap>:892(_find_spec_legacy)                     ->       1    0.000    0.000  __init__.py:23(find_module)
typing.py:204(_check_generic)                                            ->       9    0.000    0.000  {built-in method builtins.len}
common.py:1141(needs_i8_conversion)                                      ->       5    0.000    0.000  {built-in method builtins.isinstance}
frozen.py:67(__getitem__)                                                ->       1    0.000    0.000  {built-in method builtins.isinstance}
                                                                                  1    0.000    0.000  {function FrozenList.__getitem__ at 0x000001D285492820}
{method 'take' of 'numpy.ndarray' objects}                               -> 
missing.py:606(is_valid_na_for_dtype)                                    ->       1    0.000    0.000  missing.py:61(isna)
                                                                                  1    0.000    0.000  {pandas._libs.lib.is_scalar}
base.py:1449(name)                                                       -> 
